country,year,patents
DK,2024,1850
DK,2025,1893
DM,1997,1
DM,2000,1
DM,2001,2
DM,2006,1
DM,2019,1
DM,2020,2
DM,2023,1
DO,1978,2
DO,1981,1
DO,1983,1
DO,1984,2
DO,1986,1
DO,1989,2
DO,1990,1
DO,1991,3
DO,1993,1
DO,1994,2
DO,1995,1
DO,1996,1
DO,1997,1
DO,1998,1
DO,1999,3
DO,2000,3
DO,2002,1
DO,2003,1
DO,2004,1
DO,2005,2
DO,2006,2
DO,2007,3
DO,2008,3
DO,2009,8
DO,2010,4
DO,2011,4
DO,2012,4
DO,2013,12
DO,2014,4
DO,2015,3
DO,2016,4
DO,2017,8
DO,2018,4
DO,2019,9
DO,2020,4
DO,2021,7
DO,2022,5
DO,2023,15
DO,2024,13
DO,2025,9
DZ,1976,1
DZ,1977,1
DZ,1980,1
DZ,1981,2
DZ,1983,1
DZ,1984,4
DZ,1986,3
DZ,1987,1
DZ,1988,1
DZ,1989,2
DZ,1990,7
DZ,1991,5
DZ,1992,2
DZ,1993,1
DZ,1994,1
DZ,1995,1
DZ,1996,1
DZ,1998,1
DZ,1999,1
DZ,2000,2
DZ,2001,1
DZ,2004,2
DZ,2006,2
DZ,2010,1
DZ,2012,1
DZ,2013,4
DZ,2014,2
DZ,2015,1
DZ,2016,2
DZ,2017,3
DZ,2018,5
DZ,2019,2
DZ,2020,3
DZ,2021,4
DZ,2022,8
DZ,2023,9
DZ,2024,6
DZ,2025,5
EC,1976,16
EC,1977,9
EC,1978,5
EC,1979,9
EC,1980,13
EC,1981,8
EC,1982,5
EC,1983,4
EC,1984,5
EC,1985,7
EC,1986,9
EC,1987,8
EC,1988,5
EC,1989,4
EC,1990,3
EC,1991,9
EC,1992,1
EC,1993,5
EC,1994,2
EC,1995,3
EC,1996,1
EC,1997,1
EC,1998,7
EC,1999,4
EC,2000,1
EC,2001,7
EC,2002,2
EC,2003,5
EC,2004,3
EC,2005,3
EC,2006,3
EC,2007,6
EC,2008,2
EC,2009,6
EC,2010,5
EC,2011,7
EC,2012,6
EC,2013,11
EC,2014,5
EC,2015,3
EC,2016,7
EC,2017,7
EC,2018,6
EC,2019,8
EC,2020,6
EC,2021,16
EC,2022,10
EC,2023,3
EC,2024,7
EC,2025,6
EE,1980,2
EE,1981,3
EE,1982,3
EE,1983,3
EE,1984,10
EE,1985,5
EE,1986,1
EE,1987,10
EE,1989,4
EE,1990,9
EE,1991,6
EE,1992,2
EE,1993,4
EE,1994,8
EE,1995,9
EE,1996,3
EE,1999,2
EE,2000,7
EE,2001,4
EE,2002,7
EE,2003,6
EE,2004,4
EE,2005,5
EE,2006,5
EE,2007,12
EE,2008,5
EE,2009,8
EE,2010,18
EE,2011,16
EE,2012,57
EE,2013,52
EE,2014,56
EE,2015,61
EE,2016,52
EE,2017,58
EE,2018,62
EE,2019,69
EE,2020,53
EE,2021,73
EE,2022,66
EE,2023,67
EE,2024,71
EE,2025,83
EG,1976,2
EG,1977,2
EG,1979,1
EG,1980,2
EG,1981,2
EG,1982,4
EG,1983,1
EG,1984,6
EG,1985,6
EG,1986,9
EG,1987,7
EG,1988,6
EG,1989,5
EG,1990,3
EG,1991,7
EG,1992,4
EG,1993,4
EG,1994,7
EG,1995,8
EG,1996,7
EG,1997,4
EG,1998,3
EG,1999,9
EG,2000,17
EG,2001,14
EG,2002,8
EG,2003,13
EG,2004,11
EG,2005,13
EG,2006,8
EG,2007,21
EG,2008,10
EG,2009,13
EG,2010,30
EG,2011,32
EG,2012,51
EG,2013,52
EG,2014,67
EG,2015,51
EG,2016,74
EG,2017,70
EG,2018,92
EG,2019,63
EG,2020,64
EG,2021,71
EG,2022,61
EG,2023,49
EG,2024,330
EG,2025,106
ER,2012,1
ER,2017,2
ER,2019,1
ER,2020,1
ER,2024,1
ES,1976,117
ES,1977,113
ES,1978,111
ES,1979,65
ES,1980,75
ES,1981,64
ES,1982,59
ES,1983,77
ES,1984,82
ES,1985,93
ES,1986,109
ES,1987,132
ES,1988,135
ES,1989,156
ES,1990,159
ES,1991,200
ES,1992,164
ES,1993,215
ES,1994,203
ES,1995,205
ES,1996,227
ES,1997,226
ES,1998,325
ES,1999,345
ES,2000,384
ES,2001,426
ES,2002,457
ES,2003,456
ES,2004,393
ES,2005,391
ES,2006,496
ES,2007,461
ES,2008,541
ES,2009,537
ES,2010,661
ES,2011,746
ES,2012,965
ES,2013,1031
ES,2014,1109
ES,2015,1201
ES,2016,1168
ES,2017,1298
ES,2018,1295
ES,2019,1451
ES,2020,1597
ES,2021,1466
ES,2022,1620
ES,2023,1368
ES,2024,1582
ES,2025,1810
ET,1999,1
ET,2005,1
ET,2007,1
ET,2008,1
ET,2013,1
ET,2014,1
ET,2016,2
ET,2017,9
ET,2018,2
ET,2019,6
ET,2020,1
FI,1976,90
FI,1977,95
FI,1978,134
FI,1979,83
FI,1980,142
FI,1981,161
FI,1982,158
FI,1983,144
FI,1984,185
FI,1985,243
FI,1986,237
FI,1987,323
FI,1988,264
FI,1989,286
FI,1990,341
FI,1991,369
FI,1992,408
FI,1993,336
FI,1994,370
FI,1995,412
FI,1996,494
FI,1997,511
FI,1998,699
FI,1999,754
FI,2000,701
FI,2001,851
FI,2002,947
FI,2003,1007
FI,2004,1013
FI,2005,802
FI,2006,1064
FI,2007,996
FI,2008,988
FI,2009,1066
FI,2010,1323
FI,2011,1108
FI,2012,1258
FI,2013,1473
FI,2014,1679
FI,2015,1690
FI,2016,1874
FI,2017,1965
FI,2018,1782
FI,2019,1919
FI,2020,1837
FI,2021,1642
FI,2022,1741
FI,2023,1567
FI,2024,1788
FI,2025,2006
FJ,1978,1
FJ,1980,1
FJ,2002,1
FJ,2003,3
FJ,2004,1
FJ,2017,1
FM,2013,1
FM,2022,1
FO,1989,1
FO,1993,1
FO,2002,1
FO,2012,2
FO,2015,1
FO,2016,1
FO,2018,2
FO,2019,1
FO,2021,1
FR,1976,2480
FR,1977,2253
FR,1978,2257
FR,1979,1727
FR,1980,2215
FR,1981,2328
FR,1982,2135
FR,1983,2075
FR,1984,2333
FR,1985,2584
FR,1986,2576
FR,1987,3083
FR,1988,2864
FR,1989,3406
FR,1990,3190
FR,1991,3381
FR,1992,3430
FR,1993,3299
FR,1994,3166
FR,1995,3213
FR,1996,3268
FR,1997,3443
FR,1998,4148
FR,1999,4475
FR,2000,4620
FR,2001,4939
FR,2002,4911
FR,2003,4694
FR,2004,4252
FR,2005,3615
FR,2006,4496
FR,2007,4320
FR,2008,4389
FR,2009,4448
FR,2010,5967
FR,2011,5936
FR,2012,6875
FR,2013,7835
FR,2014,8418
FR,2015,8347
FR,2016,8284
FR,2017,8789
FR,2018,8332
FR,2019,9340
FR,2020,8975
FR,2021,8186
FR,2022,8058
FR,2023,7318
FR,2024,8394
FR,2025,8704
GA,2000,1
GA,2007,1
GA,2014,2
GA,2016,1
GA,2018,1
GA,2020,2
GB,1976,100
GB,1977,80
GB,1978,1492
GB,1979,1883
GB,1980,2291
GB,1981,2437
GB,1982,2125
GB,1983,1927
GB,1984,2240
GB,1985,2455
GB,1986,2512
GB,1987,2866
GB,1988,2677
GB,1989,3211
GB,1990,2980
GB,1991,3038
GB,1992,2625
GB,1993,2632
GB,1994,2596
GB,1995,2839
GB,1996,2866
GB,1997,3094
GB,1998,3877
GB,1999,4424
GB,2000,4737
GB,2001,5048
GB,2002,4911
GB,2003,4785
GB,2004,4629
GB,2005,4231
GB,2006,5239
GB,2007,4904
GB,2008,4753
GB,2009,5057
GB,2010,6405
GB,2011,6160
GB,2012,7396
GB,2013,8331
GB,2014,9065
GB,2015,9132
GB,2016,9469
GB,2017,9833
GB,2018,9710
GB,2019,11619
GB,2020,10963
GB,2021,10265
GB,2022,10020
GB,2023,9738
GB,2024,10470
GB,2025,10863
GD,1997,1
GD,2020,1
GE,1976,5
GE,1977,9
GE,1978,6
GE,1979,7
GE,1980,5
GE,1981,11
GE,1982,2
GE,1983,5
GE,1984,4
GE,1985,5
GE,1986,5
GE,1987,2
GE,1988,2
GE,1989,7
GE,1990,5
GE,1991,5
GE,1993,2
GE,1994,2
GE,1995,2
GE,1997,4
GE,1998,3
GE,1999,1
GE,2000,10
GE,2001,4
GE,2002,4
GE,2003,3
GE,2004,5
GE,2005,4
GE,2006,5
GE,2007,7
GE,2008,6
GE,2009,4
GE,2010,8
GE,2011,6
GE,2012,6
GE,2013,10
GE,2014,13
GE,2015,16
GE,2016,21
GE,2017,19
GE,2018,7
GE,2019,10
GE,2020,9
GE,2021,5
GE,2022,11
GE,2023,6
GE,2024,8
GE,2025,21
GG,1976,1
GG,1977,1
GG,2009,1
GG,2016,1
GG,2017,1
GG,2020,1
GG,2021,1
GG,2023,1
GG,2024,3
GH,1976,1
GH,1977,1
GH,1979,1
GH,1980,2
GH,1981,5
GH,1982,1
GH,1983,3
GH,1984,5
GH,1985,2
GH,1986,1
GH,1987,1
GH,1988,6
GH,1989,6
GH,1990,7
GH,1991,8
GH,1992,8
GH,1993,6
GH,1994,7
GH,1995,2
GH,1996,5
GH,1997,6
GH,1998,4
GH,1999,16
GH,2000,14
GH,2001,15
GH,2002,25
GH,2003,18
GH,2004,18
GH,2005,15
GH,2006,9
GH,2007,19
GH,2008,11
GH,2009,15
GH,2010,7
GH,2011,4
GH,2012,5
GH,2013,5
GH,2014,1
GH,2015,3
GH,2016,1
GH,2017,3
GH,2019,6
GH,2020,2
GH,2021,2
GH,2022,2
GH,2023,3
GH,2024,2
GH,2025,1
GI,1993,1
GI,2000,1
GI,2006,1
GI,2007,2
GI,2008,1
GI,2009,1
GI,2010,1
GI,2011,4
GI,2012,9
GI,2013,4
GI,2014,2
GI,2015,2
GI,2017,9
GI,2018,1
GI,2019,3
GI,2020,3
GI,2021,4
GI,2022,10
GI,2023,8
GI,2024,10
GI,2025,5
GL,1981,1
GL,1985,1
GL,2002,1
GL,2009,3
GL,2013,2
GL,2014,3
GL,2015,1
GL,2018,1
GL,2025,1
GM,2004,1
GM,2008,1
GM,2009,1
GM,2011,1
GM,2015,1
GM,2023,1
GN,1998,1
GN,2010,1
GN,2014,1
GN,2016,1
GN,2019,1
GR,1976,16
GR,1977,12
GR,1978,10
GR,1979,5
GR,1980,9
GR,1981,10
GR,1982,17
GR,1983,15
GR,1984,25
GR,1985,11
GR,1986,27
GR,1987,24
GR,1988,23
GR,1989,31
GR,1990,20
GR,1991,22
GR,1992,16
GR,1993,15
GR,1994,18
GR,1995,20
GR,1996,37
GR,1997,29
GR,1998,30
GR,1999,45
GR,2000,33
GR,2001,43
GR,2002,41
GR,2003,39
GR,2004,32
GR,2005,32
GR,2006,50
GR,2007,47
GR,2008,48
GR,2009,67
GR,2010,95
GR,2011,113
GR,2012,133
GR,2013,126
GR,2014,116
GR,2015,139
GR,2016,120
GR,2017,181
GR,2018,139
GR,2019,201
GR,2020,183
GR,2021,190
GR,2022,201
GR,2023,190
GR,2024,196
GR,2025,246
GT,1976,1
GT,1977,2
GT,1979,1
GT,1980,1
GT,1981,1
GT,1984,2
GT,1985,2
GT,1987,2
GT,1989,1
GT,1990,2
GT,1991,4
GT,1993,2
GT,1994,2
GT,1996,3
GT,1997,2
GT,1998,8
GT,1999,2
GT,2000,3
GT,2001,1
GT,2002,6
GT,2003,4
GT,2005,1
GT,2006,1
GT,2008,5
GT,2010,3
GT,2012,2
GT,2013,3
GT,2014,2
GT,2015,5
GT,2016,2
GT,2017,4
GT,2018,8
GT,2019,4
GT,2020,9
GT,2021,9
GT,2022,3
GT,2023,7
GT,2024,5
GT,2025,7
GW,1986,1
GW,2005,1
GW,2007,1
GW,2008,2
GW,2009,3
GW,2010,7
GW,2011,3
GW,2012,3
GW,2013,4
GW,2014,3
GW,2015,4
GW,2016,5
GW,2017,9
GW,2018,5
GY,1976,1
GY,1977,1
GY,2001,1
GY,2013,1
GY,2015,1
GY,2017,1
GY,2023,1
GY,2025,2
HN,1978,1
HN,1989,2
HN,1990,1
HN,1992,1
HN,1994,1
HN,1995,1
HN,1996,2
HN,1997,1
HN,1998,4
HN,1999,2
HN,2000,1
HN,2001,2
HN,2002,3
HN,2003,8
HN,2004,18
HN,2005,1
HN,2006,1
HN,2007,2
HN,2010,2
HN,2011,5
HN,2012,1
HN,2013,1
HN,2014,2
HN,2015,2
HN,2016,1
HN,2017,1
HN,2018,2
HN,2019,1
HN,2021,2
HN,2023,2
HN,2024,6
HN,2025,3
HR,1976,10
HR,1977,2
HR,1978,2
HR,1979,3
HR,1980,3
HR,1981,4
HR,1982,5
HR,1983,5
HR,1984,2
HR,1985,6
HR,1986,2
HR,1987,4
HR,1988,2
HR,1989,2
HR,1990,7
HR,1991,6
HR,1992,1
HR,1993,10
HR,1994,7
HR,1995,6
HR,1996,5
HR,1997,12
HR,1998,15
HR,1999,16
HR,2000,6
HR,2001,10
HR,2002,15
HR,2003,16
HR,2004,12
HR,2005,14
HR,2006,22
HR,2007,21
HR,2008,22
HR,2009,22
HR,2010,15
HR,2011,23
HR,2012,32
HR,2013,27
HR,2014,35
HR,2015,23
HR,2016,34
HR,2017,36
HR,2018,33
HR,2019,35
HR,2020,29
HR,2021,40
HR,2022,53
HR,2023,44
HR,2024,75
HR,2025,88
HT,1976,1
HT,1979,1
HT,1980,2
HT,1981,1
HT,1982,3
HT,1985,1
HT,1987,1
HT,1989,1
HT,1992,1
HT,1997,1
HT,1999,1
HT,2003,1
HT,2008,1
HT,2009,1
HT,2011,1
HT,2013,1
HU,1976,79
HU,1977,82
HU,1978,69
HU,1979,68
HU,1980,88
HU,1981,96
HU,1982,113
HU,1983,108
HU,1984,114
HU,1985,109
HU,1986,131
HU,1987,131
HU,1988,94
HU,1989,133
HU,1990,100
HU,1991,92
HU,1992,92
HU,1993,69
HU,1994,51
HU,1995,60
HU,1996,53
HU,1997,33
HU,1998,66
HU,1999,52
HU,2000,50
HU,2001,74
HU,2002,60
HU,2003,84
HU,2004,68
HU,2005,62
HU,2006,67
HU,2007,72
HU,2008,97
HU,2009,74
HU,2010,122
HU,2011,146
HU,2012,156
HU,2013,202
HU,2014,237
HU,2015,243
HU,2016,254
HU,2017,266
HU,2018,224
HU,2019,261
HU,2020,253
HU,2021,238
HU,2022,274
HU,2023,231
HU,2024,274
HU,2025,317
ID,1976,23
ID,1977,13
ID,1978,13
ID,1979,12
ID,1980,13
ID,1981,20
ID,1982,12
ID,1983,11
ID,1984,7
ID,1985,11
ID,1986,8
ID,1987,6
ID,1988,6
ID,1989,15
ID,1990,14
ID,1991,14
ID,1992,17
ID,1993,9
ID,1994,11
ID,1995,16
ID,1996,6
ID,1997,17
ID,1998,22
ID,1999,15
ID,2000,20
ID,2001,22
ID,2002,19
ID,2003,18
ID,2004,34
ID,2005,29
ID,2006,26
ID,2007,27
ID,2008,31
ID,2009,30
ID,2010,29
ID,2011,21
ID,2012,29
ID,2013,29
ID,2014,33
ID,2015,38
ID,2016,51
ID,2017,37
ID,2018,37
ID,2019,40
ID,2020,54
ID,2021,51
ID,2022,43
ID,2023,32
ID,2024,31
ID,2025,47
IE,1976,15
IE,1977,19
IE,1978,22
IE,1979,12
IE,1980,26
IE,1981,19
IE,1982,28
IE,1983,25
IE,1984,44
IE,1985,32
IE,1986,36
IE,1987,44
IE,1988,56
IE,1989,82
IE,1990,70
IE,1991,69
IE,1992,66
IE,1993,73
IE,1994,72
IE,1995,78
IE,1996,111
IE,1997,106
IE,1998,105
IE,1999,145
IE,2000,184
IE,2001,216
IE,2002,191
IE,2003,245
IE,2004,255
IE,2005,211
IE,2006,285
IE,2007,230
IE,2008,277
IE,2009,291
IE,2010,420
IE,2011,473
IE,2012,547
IE,2013,654
IE,2014,759
IE,2015,779
IE,2016,897
IE,2017,953
IE,2018,1031
IE,2019,1253
IE,2020,1452
IE,2021,1369
IE,2022,1338
IE,2023,1289
IE,2024,1294
IE,2025,1353
IL,1976,121
IL,1977,105
IL,1978,126
IL,1979,93
IL,1980,124
IL,1981,141
IL,1982,127
IL,1983,124
IL,1984,177
IL,1985,206
IL,1986,218
IL,1987,279
IL,1988,269
IL,1989,365
IL,1990,338
IL,1991,354
IL,1992,390
IL,1993,395
IL,1994,438
IL,1995,488
IL,1996,590
IL,1997,632
IL,1998,848
IL,1999,925
IL,2000,948
IL,2001,1160
IL,2002,1229
IL,2003,1391
IL,2004,1241
IL,2005,1081
IL,2006,1476
IL,2007,1365
IL,2008,1492
IL,2009,1698
IL,2010,2193
IL,2011,2325
IL,2012,2924
IL,2013,3552
IL,2014,4105
IL,2015,4340
IL,2016,4469
IL,2017,4953
IL,2018,4913
IL,2019,5649
IL,2020,5654
IL,2021,5505
IL,2022,5313
IL,2023,5530
IL,2024,5677
IL,2025,5721
IM,1978,1
IM,2008,5
IM,2009,4
IM,2010,4
IM,2011,2
IM,2012,4
IM,2013,4
IM,2014,2
IM,2015,7
IM,2016,1
IM,2017,3
IM,2018,5
IM,2019,1
IM,2020,10
IM,2021,5
IM,2022,5
IM,2023,5
IM,2024,11
IM,2025,5
IN,1976,27
IN,1977,22
IN,1978,27
IN,1979,23
IN,1980,21
IN,1981,26
IN,1982,32
IN,1983,33
IN,1984,28
IN,1985,23
IN,1986,35
IN,1987,32
IN,1988,32
IN,1989,45
IN,1990,53
IN,1991,49
IN,1992,61
IN,1993,50
IN,1994,52
IN,1995,75
IN,1996,72
IN,1997,83
IN,1998,133
IN,1999,171
IN,2000,197
IN,2001,248
IN,2002,363
IN,2003,466
IN,2004,471
IN,2005,525
IN,2006,708
IN,2007,781
IN,2008,882
IN,2009,972
IN,2010,1620
IN,2011,1788
IN,2012,2451
IN,2013,3389
IN,2014,4199
IN,2015,4668
IN,2016,5217
IN,2017,6002
IN,2018,5995
IN,2019,7475
IN,2020,8096
IN,2021,8184
IN,2022,8592
IN,2023,9098
IN,2024,9482
IN,2025,10499
IQ,1976,1
IQ,1977,1
IQ,1978,8
IQ,1979,2
IQ,1980,2
IQ,1981,5
IQ,1982,4
IQ,1983,3
IQ,1984,2
IQ,1985,3
IQ,1986,1
IQ,1987,4
IQ,1988,5
IQ,1989,6
IQ,1991,6
IQ,1992,3
IQ,1993,4
IQ,1994,4
IQ,1995,4
IQ,1996,2
IQ,1997,8
IQ,1998,5
IQ,1999,6
IQ,2000,3
IQ,2001,2
IQ,2002,2
IQ,2003,1
IQ,2004,5
IQ,2006,2
IQ,2007,2
IQ,2008,6
IQ,2009,2
IQ,2010,2
IQ,2011,3
IQ,2012,5
IQ,2013,12
IQ,2014,4
IQ,2015,7
IQ,2016,5
IQ,2017,5
IQ,2018,3
IQ,2019,25
IQ,2020,15
IQ,2021,24
IQ,2022,12
IQ,2023,4
IQ,2024,4
IQ,2025,6
IR,1976,2
IR,1977,3
IR,1978,24
IR,1979,24
IR,1980,18
IR,1981,23
IR,1982,31
IR,1983,32
IR,1984,26
IR,1985,19
IR,1986,25
IR,1987,40
IR,1988,44
IR,1989,53
IR,1990,38
IR,1991,48
IR,1992,49
IR,1993,53
IR,1994,49
IR,1995,47
IR,1996,43
IR,1997,33
IR,1998,47
IR,1999,48
IR,2000,45
IR,2001,54
IR,2002,61
IR,2003,49
IR,2004,54
IR,2005,43
IR,2006,49
IR,2007,22
IR,2008,32
IR,2009,34
IR,2010,44
IR,2011,49
IR,2012,47
IR,2013,70
IR,2014,50
IR,2015,52
IR,2016,54
IR,2017,67
IR,2018,78
IR,2019,103
IR,2020,142
IR,2021,90
IR,2022,85
IR,2023,46
IR,2024,50
IR,2025,42
IS,1978,2
IS,1979,2
IS,1983,1
IS,1984,2
IS,1985,3
IS,1986,1
IS,1987,5
IS,1988,4
IS,1989,6
IS,1990,5
IS,1991,2
IS,1992,8
IS,1993,5
IS,1994,4
IS,1995,7
IS,1996,5
IS,1997,8
IS,1998,6
IS,1999,14
IS,2000,21
IS,2001,23
IS,2002,20
IS,2003,20
IS,2004,28
IS,2005,26
IS,2006,30
IS,2007,21
IS,2008,31
IS,2009,24
IS,2010,29
IS,2011,29
IS,2012,34
IS,2013,35
IS,2014,55
IS,2015,69
IS,2016,54
IS,2017,61
IS,2018,51
IS,2019,55
IS,2020,62
IS,2021,49
IS,2022,64
IS,2023,47
IS,2024,67
IS,2025,62
IT,1976,792
IT,1977,849
IT,1978,792
IT,1979,653
IT,1980,884
IT,1981,966
IT,1982,834
IT,1983,726
IT,1984,900
IT,1985,1040
IT,1986,1128
IT,1987,1324
IT,1988,1215
IT,1989,1476
IT,1990,1565
IT,1991,1431
IT,1992,1502
IT,1993,1526
IT,1994,1443
IT,1995,1331
IT,1996,1472
IT,1997,1502
IT,1998,1845
IT,1999,1813
IT,2000,2113
IT,2001,2183
IT,2002,2149
IT,2003,2206
IT,2004,2146
IT,2005,1789
IT,2006,2150
IT,2007,2089
IT,2008,2238
IT,2009,2122
IT,2010,2644
IT,2011,2704
IT,2012,2955
IT,2013,3374
IT,2014,3554
IT,2015,3643
IT,2016,3761
IT,2017,3883
IT,2018,4005
IT,2019,4533
IT,2020,4446
IT,2021,4110
IT,2022,4019
IT,2023,3667
IT,2024,4301
IT,2025,4399
JE,1976,2
JE,1977,1
JE,1986,1
JE,1992,2
JE,1993,2
JE,2005,1
JE,2006,1
JE,2011,3
JE,2012,4
JE,2013,6
JE,2014,5
JE,2015,9
JE,2016,10
JE,2017,8
JE,2018,18
JE,2019,22
JE,2020,15
JE,2021,9
JE,2022,12
JE,2023,6
JE,2024,9
JE,2025,6
JM,1976,1
JM,1977,7
JM,1978,4
JM,1980,2
JM,1984,2
JM,1985,2
JM,1986,2
JM,1987,1
JM,1990,1
JM,1991,3
JM,1992,2
JM,1993,1
JM,1995,3
JM,1996,1
JM,1998,1
JM,1999,1
JM,2000,2
JM,2001,1
JM,2002,3
JM,2003,2
JM,2004,2
JM,2005,3
JM,2006,1
JM,2007,1
JM,2008,4
JM,2009,5
JM,2010,5
JM,2011,3
JM,2012,3
JM,2013,7
JM,2014,8
JM,2015,10
JM,2016,6
JM,2017,10
JM,2018,2
JM,2019,8
JM,2020,10
JM,2021,4
JM,2022,3
JM,2023,3
JM,2024,2
JO,1976,1
JO,1978,1
JO,1986,2
JO,1990,1
JO,1992,1
JO,1993,1
JO,1994,1
JO,1996,2
JO,1997,5
JO,1998,4
JO,1999,1
JO,2001,6
JO,2002,2
JO,2003,2
JO,2004,2
JO,2005,1
JO,2006,1
JO,2007,2
JO,2008,1
JO,2009,3
JO,2010,3
JO,2011,6
JO,2012,14
JO,2013,18
JO,2014,24
JO,2015,26
JO,2016,20
JO,2017,27
JO,2018,26
JO,2019,26
JO,2020,18
JO,2021,14
JO,2022,13
JO,2023,16
JO,2024,27
JO,2025,20
JP,1978,3759
JP,1979,5454
JP,1980,7370
JP,1981,8728
JP,1982,8609
JP,1983,9128
JP,1984,11489
JP,1985,13185
JP,1986,13649
JP,1987,17011
JP,1988,16743
JP,1989,20861
JP,1990,20508
JP,1991,22160
JP,1992,22938
JP,1993,23299
JP,1994,23434
JP,1995,22847
JP,1996,24107
JP,1997,24236
JP,1998,32051
JP,1999,32683
JP,2000,33181
JP,2001,35175
JP,2002,36560
JP,2003,37432
JP,2004,37262
JP,2005,31969
JP,2006,39634
JP,2007,36168
JP,2008,37026
JP,2009,38437
JP,2010,47573
JP,2011,48871
JP,2012,53358
JP,2013,54927
JP,2014,56942
JP,2015,55301
JP,2016,52710
JP,2017,52710
JP,2018,50396
JP,2019,56744
JP,2020,54622
JP,2021,48958
JP,2022,48323
JP,2023,41005
JP,2024,45531
JP,2025,44867
KE,1976,3
KE,1978,2
KE,1980,3
KE,1981,1
KE,1982,2
KE,1984,1
KE,1988,2
KE,1991,1
KE,1992,1
KE,1993,3
KE,1994,1
KE,1996,2
KE,1997,2
KE,1998,1
KE,1999,2
KE,2000,3
KE,2001,5
KE,2002,4
KE,2003,12
KE,2004,18
KE,2005,10
KE,2006,6
KE,2007,3
KE,2008,6
KE,2009,10
KE,2010,2
KE,2011,5
KE,2012,2
KE,2013,9
KE,2014,11
KE,2015,11
KE,2016,10
KE,2017,14
KE,2018,23
KE,2019,28
KE,2020,50
KE,2021,36
KE,2022,30
KE,2023,19
KE,2024,22
KE,2025,11
KG,1976,6
KG,1977,4
KG,1978,4
KG,1979,7
KG,1980,6
KG,1981,5
KG,1982,4
KG,1983,1
KG,1985,4
KG,1986,2
KG,1988,4
KG,1991,1
